// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 2 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/3e0752e3-d299-4853-9c1b-ae74d9f98f80
// command took 3.84s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/3e0752e3-d299-4853-9c1b-ae74d9f98f80
// command took 8.66s and exited with 0
// ***** Done, took 00:00:12 (12.83 sec)   *****
// Found 2 benchmarks:
//   BoxingAndUnboxingBenchmarks.GetStringInterface: DefaultJob
//   BoxingAndUnboxingBenchmarks.GetStringGeneric: DefaultJob

// **************************
// Benchmark: BoxingAndUnboxingBenchmarks.GetStringInterface: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "3e0752e3-d299-4853-9c1b-ae74d9f98f80.dll" --benchmarkName "BoxingAndUnboxingBenchmarks.GetStringInterface" --job "Default" --benchmarkId 0 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/3e0752e3-d299-4853-9c1b-ae74d9f98f80/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

GC:  0 0 0 0 134217728

// AfterAll

Mean = 2.1113 ns, StdErr = 0.0373 ns (1.77%); N = 32, StdDev = 0.2111 ns
Min = 1.8981 ns, Q1 = 1.9391 ns, Median = 2.0570 ns, Q3 = 2.2365 ns, Max = 2.7189 ns
IQR = 0.2975 ns, LowerFence = 1.4929 ns, UpperFence = 2.6828 ns
ConfidenceInterval = [1.9757 ns; 2.2469 ns] (CI 99.9%), Margin = 0.1356 ns (6.42% of Mean)
Skewness = 1.18, Kurtosis = 3.73, MValue = 3

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/BoxingAndUnboxingBenchmarks-report.csv
  BenchmarkDotNet.Artifacts/results/BoxingAndUnboxingBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts/results/BoxingAndUnboxingBenchmarks-report.html

// * Detailed results *
BoxingAndUnboxingBenchmarks.GetStringInterface: DefaultJob
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 8.8904 ns, StdErr = 0.1025 ns (1.15%); N = 57, StdDev = 0.7736 ns
Min = 8.2877 ns, Q1 = 8.3981 ns, Median = 8.5275 ns, Q3 = 9.0601 ns, Max = 11.7045 ns
IQR = 0.6620 ns, LowerFence = 7.4051 ns, UpperFence = 10.0531 ns
ConfidenceInterval = [8.5345 ns; 9.2462 ns] (CI 99.9%), Margin = 0.3558 ns (4.00% of Mean)
Skewness = 1.98, Kurtosis = 6.84, MValue = 2.07
-------------------- Histogram --------------------
[ 8.284 ns ;  8.636 ns) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[ 8.636 ns ;  9.011 ns) | @@@@@@@@@@@
[ 9.011 ns ;  9.412 ns) | @@
[ 9.412 ns ;  9.763 ns) | @@@@@@
[ 9.763 ns ; 10.258 ns) | @@@
[10.258 ns ; 10.721 ns) | @
[10.721 ns ; 11.072 ns) | 
[11.072 ns ; 11.509 ns) | 
[11.509 ns ; 11.881 ns) | @@
---------------------------------------------------

BoxingAndUnboxingBenchmarks.GetStringGeneric: DefaultJob
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 2.1113 ns, StdErr = 0.0373 ns (1.77%); N = 32, StdDev = 0.2111 ns
Min = 1.8981 ns, Q1 = 1.9391 ns, Median = 2.0570 ns, Q3 = 2.2365 ns, Max = 2.7189 ns
IQR = 0.2975 ns, LowerFence = 1.4929 ns, UpperFence = 2.6828 ns
ConfidenceInterval = [1.9757 ns; 2.2469 ns] (CI 99.9%), Margin = 0.1356 ns (6.42% of Mean)
Skewness = 1.18, Kurtosis = 3.73, MValue = 3
-------------------- Histogram --------------------
[1.886 ns ; 2.024 ns) | @@@@@@@@@@@@@@
[2.024 ns ; 2.141 ns) | @@@@@@@
[2.141 ns ; 2.219 ns) | @
[2.219 ns ; 2.335 ns) | @@@@@@@
[2.335 ns ; 2.452 ns) | 
[2.452 ns ; 2.612 ns) | @@
[2.612 ns ; 2.777 ns) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=macOS Mojave 10.14.4 (18E226) [Darwin 18.5.0]
Intel Core i5-5250U CPU 1.60GHz (Broadwell), 1 CPU, 4 logical and 2 physical cores
.NET Core SDK=2.2.105
  [Host]     : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
  DefaultJob : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT


|             Method |     Mean |     Error |    StdDev |   Median |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|------------------- |---------:|----------:|----------:|---------:|-------:|------:|------:|----------:|
| GetStringInterface | 8.890 ns | 0.3558 ns | 0.7736 ns | 8.528 ns | 0.0152 |     - |     - |      24 B |
|   GetStringGeneric | 2.111 ns | 0.1356 ns | 0.2111 ns | 2.057 ns |      - |     - |     - |         - |

// * Warnings *
MultimodalDistribution
  BoxingAndUnboxingBenchmarks.GetStringGeneric: Default -> It seems that the distribution can have several modes (mValue = 3)

// * Hints *
Outliers
  BoxingAndUnboxingBenchmarks.GetStringInterface: Default -> 8 outliers were removed (16.83 ns..19.18 ns)
  BoxingAndUnboxingBenchmarks.GetStringGeneric: Default   -> 4 outliers were removed (7.64 ns..8.28 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:44 (104.01 sec), executed benchmarks: 2

Global total time: 00:01:56 (116.86 sec), executed benchmarks: 2
// * Artifacts cleanup *
