// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/8c473214-104a-4c33-b2a8-b19d3598ebfa
// command took 4.88s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/8c473214-104a-4c33-b2a8-b19d3598ebfa
// command took 8.55s and exited with 0
// ***** Done, took 00:00:13 (13.77 sec)   *****
// Found 3 benchmarks:
//   BoxingAndUnboxingBenchmarks.GetStringInterface: DefaultJob
//   BoxingAndUnboxingBenchmarks.GetStringGeneric: DefaultJob
//   BoxingAndUnboxingBenchmarks.GetStringGenericRef: DefaultJob

// **************************
// Benchmark: BoxingAndUnboxingBenchmarks.GetStringInterface: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8c473214-104a-4c33-b2a8-b19d3598ebfa.dll" --benchmarkName "BoxingAndUnboxingBenchmarks.GetStringInterface" --job "Default" --benchmarkId 0 in /Users/elliothurdiss/work/code/MemoryManagement/Tests/bin/RELEASE/netcoreapp2.2/8c473214-104a-4c33-b2a8-b19d3598ebfa/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

ConfidenceInterval = [8.5322 ns; 8.8435 ns] (CI 99.9%), Margin = 0.1557 ns (1.79% of Mean)
Skewness = 0.4, Kurtosis = 1.72, MValue = 2
-------------------- Histogram --------------------
[8.451 ns ; 8.733 ns) | @@@@@@@@@@
[8.733 ns ; 8.971 ns) | @@@@
---------------------------------------------------

BoxingAndUnboxingBenchmarks.GetStringGeneric: DefaultJob
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 1.9846 ns, StdErr = 0.0221 ns (1.11%); N = 14, StdDev = 0.0827 ns
Min = 1.9121 ns, Q1 = 1.9289 ns, Median = 1.9508 ns, Q3 = 2.0515 ns, Max = 2.1547 ns
IQR = 0.1226 ns, LowerFence = 1.7450 ns, UpperFence = 2.2354 ns
ConfidenceInterval = [1.8914 ns; 2.0779 ns] (CI 99.9%), Margin = 0.0932 ns (4.70% of Mean)
Skewness = 1.07, Kurtosis = 2.54, MValue = 2.4
-------------------- Histogram --------------------
[1.906 ns ; 1.966 ns) | @@@@@@@@@@
[1.966 ns ; 2.022 ns) | 
[2.022 ns ; 2.121 ns) | @@
[2.121 ns ; 2.185 ns) | @@
---------------------------------------------------

BoxingAndUnboxingBenchmarks.GetStringGenericRef: DefaultJob
Runtime = .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 1.1890 ns, StdErr = 0.0217 ns (1.83%); N = 14, StdDev = 0.0813 ns
Min = 1.0883 ns, Q1 = 1.1262 ns, Median = 1.1828 ns, Q3 = 1.2236 ns, Max = 1.3883 ns
IQR = 0.0974 ns, LowerFence = 0.9802 ns, UpperFence = 1.3697 ns
ConfidenceInterval = [1.0973 ns; 1.2807 ns] (CI 99.9%), Margin = 0.0917 ns (7.72% of Mean)
Skewness = 0.85, Kurtosis = 3.14, MValue = 3.33
-------------------- Histogram --------------------
[1.081 ns ; 1.140 ns) | @@@@@
[1.140 ns ; 1.179 ns) | 
[1.179 ns ; 1.260 ns) | @@@@@@@
[1.260 ns ; 1.319 ns) | @
[1.319 ns ; 1.359 ns) | 
[1.359 ns ; 1.418 ns) | @
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=macOS Mojave 10.14.4 (18E226) [Darwin 18.5.0]
Intel Core i5-5250U CPU 1.60GHz (Broadwell), 1 CPU, 4 logical and 2 physical cores
.NET Core SDK=2.2.105
  [Host]     : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT
  DefaultJob : .NET Core 2.2.3 (CoreCLR 4.6.27414.05, CoreFX 4.6.27414.05), 64bit RyuJIT


|              Method |     Mean |     Error |    StdDev |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|-------------------- |---------:|----------:|----------:|-------:|------:|------:|----------:|
|  GetStringInterface | 8.688 ns | 0.1557 ns | 0.1380 ns | 0.0152 |     - |     - |      24 B |
|    GetStringGeneric | 1.985 ns | 0.0932 ns | 0.0827 ns |      - |     - |     - |         - |
| GetStringGenericRef | 1.189 ns | 0.0917 ns | 0.0813 ns |      - |     - |     - |         - |

// * Hints *
Outliers
  BoxingAndUnboxingBenchmarks.GetStringInterface: Default  -> 1 outlier  was  removed (15.51 ns)
  BoxingAndUnboxingBenchmarks.GetStringGeneric: Default    -> 1 outlier  was  removed (7.07 ns)
  BoxingAndUnboxingBenchmarks.GetStringGenericRef: Default -> 1 outlier  was  removed (7.21 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:32 (92.6 sec), executed benchmarks: 3

Global total time: 00:01:46 (106.39 sec), executed benchmarks: 3
// * Artifacts cleanup *
