// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
Unable to find .sln file. Will use current directory /Users/elliothurdiss/work/code/MemoryManagement to search for project file. If you don't use .sln file on purpose it should not be a problem.
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/2d075a69-b784-4dc2-a55d-2178f660af61
// command took 4.05s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/2d075a69-b784-4dc2-a55d-2178f660af61
// command took 6.59s and exited with 0
// ***** Done, took 00:00:10 (10.9 sec)   *****
// Found 3 benchmarks:
//   StackAllocationBenchmarks.Heap: DefaultJob
//   StackAllocationBenchmarks.Stack: DefaultJob
//   StackAllocationBenchmarks.StackSpan: DefaultJob

// **************************
// Benchmark: StackAllocationBenchmarks.Heap: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "2d075a69-b784-4dc2-a55d-2178f660af61.dll" --benchmarkName "StackAllocationBenchmarks.Heap" --job "Default" --benchmarkId 0 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/2d075a69-b784-4dc2-a55d-2178f660af61/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

IQR = 22.0773 ns, LowerFence = 741.6940 ns, UpperFence = 830.0031 ns
ConfidenceInterval = [770.5793 ns; 798.4352 ns] (CI 99.9%), Margin = 13.9280 ns (1.78% of Mean)
Skewness = 0.77, Kurtosis = 1.83, MValue = 2
-------------------- Histogram --------------------
[768.879 ns ; 784.994 ns) | @@@@@@@@@@
[784.994 ns ; 813.134 ns) | @@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=macOS Mojave 10.14.4 (18E226) [Darwin 18.5.0]
Intel Core i5-5250U CPU 1.60GHz (Broadwell), 1 CPU, 4 logical and 2 physical cores
.NET Core SDK=2.2.301
  [Host]     : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
  DefaultJob : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT


|    Method |     Mean |     Error |    StdDev |  Gen 0 | Gen 1 | Gen 2 | Allocated |
|---------- |---------:|----------:|----------:|-------:|------:|------:|----------:|
|      Heap | 993.1 ns |  4.013 ns |  3.133 ns | 2.5558 |     - |     - |    4024 B |
|     Stack | 842.5 ns |  2.248 ns |  1.877 ns |      - |     - |     - |         - |
| StackSpan | 784.5 ns | 13.928 ns | 13.028 ns |      - |     - |     - |         - |

// * Hints *
Outliers
  StackAllocationBenchmarks.Heap: Default  -> 3 outliers were removed (1.02 us..1.06 us)
  StackAllocationBenchmarks.Stack: Default -> 2 outliers were removed (857.76 ns, 874.81 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:01 (61.37 sec), executed benchmarks: 3

Global total time: 00:01:12 (72.3 sec), executed benchmarks: 3
// * Artifacts cleanup *
