// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 3 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
Unable to find .sln file. Will use current directory /Users/elliothurdiss/work/code/MemoryManagement to search for project file. If you don't use .sln file on purpose it should not be a problem.
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/f437589a-17b6-42ce-8259-6d0c6b183b9d
// command took 4.65s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/f437589a-17b6-42ce-8259-6d0c6b183b9d
// command took 7.31s and exited with 0
// ***** Done, took 00:00:12 (12.28 sec)   *****
// Found 3 benchmarks:
//   StackAllocationBenchmarks.Heap: DefaultJob
//   StackAllocationBenchmarks.Stack: DefaultJob
//   StackAllocationBenchmarks.StackSpan: DefaultJob

// **************************
// Benchmark: StackAllocationBenchmarks.Heap: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "f437589a-17b6-42ce-8259-6d0c6b183b9d.dll" --benchmarkName "StackAllocationBenchmarks.Heap" --job "Default" --benchmarkId 0 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/f437589a-17b6-42ce-8259-6d0c6b183b9d/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

WorkloadResult  91: 16384 op, 579968712.00 ns, 35.3985 us/op
WorkloadResult  92: 16384 op, 608258953.00 ns, 37.1252 us/op
WorkloadResult  93: 16384 op, 629765599.00 ns, 38.4378 us/op
WorkloadResult  94: 16384 op, 663141158.00 ns, 40.4749 us/op
GC:  0 0 0 0 16384

// AfterAll

Mean = 37.6030 us, StdErr = 0.4254 us (1.13%); N = 94, StdDev = 4.1245 us
Min = 33.9067 us, Q1 = 34.2348 us, Median = 35.7188 us, Q3 = 40.3212 us, Max = 47.7598 us
IQR = 6.0864 us, LowerFence = 25.1052 us, UpperFence = 49.4507 us
ConfidenceInterval = [36.1573 us; 39.0486 us] (CI 99.9%), Margin = 1.4456 us (3.84% of Mean)
Skewness = 1, Kurtosis = 2.61, MValue = 2.59

// **************************
// Benchmark: StackAllocationBenchmarks.StackSpan: DefaultJob
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "f437589a-17b6-42ce-8259-6d0c6b183b9d.dll" --benchmarkName "StackAllocationBenchmarks.StackSpan" --job "Default" --benchmarkId 2 in /Users/elliothurdiss/work/code/MemoryManagement/bin/RELEASE/netcoreapp2.2/f437589a-17b6-42ce-8259-6d0c6b183b9d/bin/Release/netcoreapp2.2
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

OverheadJitting  1: 1 op, 779185.00 ns, 779.1850 us/op
WorkloadJitting  1: 1 op, 1132507.00 ns, 1.1325 ms/op

OverheadJitting  2: 16 op, 880375.00 ns, 55.0234 us/op
WorkloadJitting  2: 16 op, 1818406.00 ns, 113.6504 us/op

WorkloadPilot    1: 16 op, 596485.00 ns, 37.2803 us/op
WorkloadPilot    2: 32 op, 1223870.00 ns, 38.2459 us/op
WorkloadPilot    3: 64 op, 2686199.00 ns, 41.9719 us/op
WorkloadPilot    4: 128 op, 7002867.00 ns, 54.7099 us/op
WorkloadPilot    5: 256 op, 10830296.00 ns, 42.3058 us/op
WorkloadPilot    6: 512 op, 22198498.00 ns, 43.3564 us/op
WorkloadPilot    7: 1024 op, 42415871.00 ns, 41.4217 us/op
WorkloadPilot    8: 2048 op, 82043643.00 ns, 40.0604 us/op
WorkloadPilot    9: 4096 op, 157646257.00 ns, 38.4879 us/op
WorkloadPilot   10: 8192 op, 319062143.00 ns, 38.9480 us/op
WorkloadPilot   11: 16384 op, 693341734.00 ns, 42.3182 us/op

OverheadWarmup   1: 16384 op, 57590.00 ns, 3.5150 ns/op
OverheadWarmup   2: 16384 op, 38499.00 ns, 2.3498 ns/op
OverheadWarmup   3: 16384 op, 38490.00 ns, 2.3492 ns/op
OverheadWarmup   4: 16384 op, 49236.00 ns, 3.0051 ns/op
OverheadWarmup   5: 16384 op, 38149.00 ns, 2.3284 ns/op
OverheadWarmup   6: 16384 op, 38936.00 ns, 2.3765 ns/op
OverheadWarmup   7: 16384 op, 41737.00 ns, 2.5474 ns/op
OverheadWarmup   8: 16384 op, 52695.00 ns, 3.2162 ns/op
OverheadWarmup   9: 16384 op, 72113.00 ns, 4.4014 ns/op
OverheadWarmup  10: 16384 op, 41278.00 ns, 2.5194 ns/op

OverheadActual   1: 16384 op, 41686.00 ns, 2.5443 ns/op
OverheadActual   2: 16384 op, 38521.00 ns, 2.3511 ns/op
OverheadActual   3: 16384 op, 40757.00 ns, 2.4876 ns/op
OverheadActual   4: 16384 op, 51211.00 ns, 3.1257 ns/op
OverheadActual   5: 16384 op, 41157.00 ns, 2.5120 ns/op
OverheadActual   6: 16384 op, 41796.00 ns, 2.5510 ns/op
OverheadActual   7: 16384 op, 42224.00 ns, 2.5771 ns/op
OverheadActual   8: 16384 op, 41567.00 ns, 2.5370 ns/op
OverheadActual   9: 16384 op, 40772.00 ns, 2.4885 ns/op
OverheadActual  10: 16384 op, 41651.00 ns, 2.5422 ns/op
OverheadActual  11: 16384 op, 38128.00 ns, 2.3271 ns/op
OverheadActual  12: 16384 op, 48383.00 ns, 2.9531 ns/op
OverheadActual  13: 16384 op, 38570.00 ns, 2.3541 ns/op
OverheadActual  14: 16384 op, 41308.00 ns, 2.5212 ns/op
OverheadActual  15: 16384 op, 38560.00 ns, 2.3535 ns/op

WorkloadWarmup   1: 16384 op, 635950315.00 ns, 38.8153 us/op
WorkloadWarmup   2: 16384 op, 637862679.00 ns, 38.9320 us/op
WorkloadWarmup   3: 16384 op, 666648833.00 ns, 40.6890 us/op
WorkloadWarmup   4: 16384 op, 643765741.00 ns, 39.2923 us/op
WorkloadWarmup   5: 16384 op, 650377726.00 ns, 39.6959 us/op
WorkloadWarmup   6: 16384 op, 668616497.00 ns, 40.8091 us/op
WorkloadWarmup   7: 16384 op, 1243390748.00 ns, 75.8905 us/op
WorkloadWarmup   8: 16384 op, 995830975.00 ns, 60.7807 us/op

// BeforeActualRun
WorkloadActual   1: 16384 op, 652780124.00 ns, 39.8425 us/op
WorkloadActual   2: 16384 op, 628680676.00 ns, 38.3716 us/op
WorkloadActual   3: 16384 op, 656943537.00 ns, 40.0967 us/op
WorkloadActual   4: 16384 op, 644539893.00 ns, 39.3396 us/op
WorkloadActual   5: 16384 op, 625741641.00 ns, 38.1922 us/op
WorkloadActual   6: 16384 op, 623454387.00 ns, 38.0526 us/op
WorkloadActual   7: 16384 op, 617935610.00 ns, 37.7158 us/op
WorkloadActual   8: 16384 op, 626331168.00 ns, 38.2282 us/op
WorkloadActual   9: 16384 op, 619249007.00 ns, 37.7960 us/op
WorkloadActual  10: 16384 op, 621367843.00 ns, 37.9253 us/op
WorkloadActual  11: 16384 op, 617774962.00 ns, 37.7060 us/op
WorkloadActual  12: 16384 op, 617488778.00 ns, 37.6885 us/op
WorkloadActual  13: 16384 op, 619565875.00 ns, 37.8153 us/op
WorkloadActual  14: 16384 op, 623232615.00 ns, 38.0391 us/op
WorkloadActual  15: 16384 op, 634034075.00 ns, 38.6984 us/op

// AfterActualRun
WorkloadResult   1: 16384 op, 652738816.00 ns, 39.8400 us/op
WorkloadResult   2: 16384 op, 628639368.00 ns, 38.3691 us/op
WorkloadResult   3: 16384 op, 644498585.00 ns, 39.3371 us/op
WorkloadResult   4: 16384 op, 625700333.00 ns, 38.1897 us/op
WorkloadResult   5: 16384 op, 623413079.00 ns, 38.0501 us/op
WorkloadResult   6: 16384 op, 617894302.00 ns, 37.7133 us/op
WorkloadResult   7: 16384 op, 626289860.00 ns, 38.2257 us/op
WorkloadResult   8: 16384 op, 619207699.00 ns, 37.7934 us/op
WorkloadResult   9: 16384 op, 621326535.00 ns, 37.9228 us/op
WorkloadResult  10: 16384 op, 617733654.00 ns, 37.7035 us/op
WorkloadResult  11: 16384 op, 617447470.00 ns, 37.6860 us/op
WorkloadResult  12: 16384 op, 619524567.00 ns, 37.8128 us/op
WorkloadResult  13: 16384 op, 623191307.00 ns, 38.0366 us/op
WorkloadResult  14: 16384 op, 633992767.00 ns, 38.6958 us/op
GC:  0 0 0 0 16384

// AfterAll

Mean = 38.2411 us, StdErr = 0.1726 us (0.45%); N = 14, StdDev = 0.6459 us
Min = 37.6860 us, Q1 = 37.7934 us, Median = 38.0433 us, Q3 = 38.3691 us, Max = 39.8400 us
IQR = 0.5757 us, LowerFence = 36.9299 us, UpperFence = 39.2326 us
ConfidenceInterval = [37.5125 us; 38.9697 us] (CI 99.9%), Margin = 0.7286 us (1.91% of Mean)
Skewness = 1.28, Kurtosis = 3.43, MValue = 2

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/StackAllocationBenchmarks-report.csv
  BenchmarkDotNet.Artifacts/results/StackAllocationBenchmarks-report-github.md
  BenchmarkDotNet.Artifacts/results/StackAllocationBenchmarks-report.html

// * Detailed results *
StackAllocationBenchmarks.Heap: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 3.7821 us, StdErr = 0.0029 us (0.08%); N = 13, StdDev = 0.0105 us
Min = 3.7726 us, Q1 = 3.7739 us, Median = 3.7770 us, Q3 = 3.7889 us, Max = 3.8071 us
IQR = 0.0150 us, LowerFence = 3.7514 us, UpperFence = 3.8114 us
ConfidenceInterval = [3.7695 us; 3.7947 us] (CI 99.9%), Margin = 0.0126 us (0.33% of Mean)
Skewness = 0.97, Kurtosis = 2.81, MValue = 2
-------------------- Histogram --------------------
[3.769 us ; 3.811 us) | @@@@@@@@@@@@@
---------------------------------------------------

StackAllocationBenchmarks.Stack: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 37.6030 us, StdErr = 0.4254 us (1.13%); N = 94, StdDev = 4.1245 us
Min = 33.9067 us, Q1 = 34.2348 us, Median = 35.7188 us, Q3 = 40.3212 us, Max = 47.7598 us
IQR = 6.0864 us, LowerFence = 25.1052 us, UpperFence = 49.4507 us
ConfidenceInterval = [36.1573 us; 39.0486 us] (CI 99.9%), Margin = 1.4456 us (3.84% of Mean)
Skewness = 1, Kurtosis = 2.61, MValue = 2.59
-------------------- Histogram --------------------
[33.859 us ; 35.446 us) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[35.446 us ; 37.241 us) | @@@@@@@@@@@@@@@@@
[37.241 us ; 38.939 us) | @@@
[38.939 us ; 40.526 us) | @@@@@@@@
[40.526 us ; 41.893 us) | @@
[41.893 us ; 43.480 us) | @@@@@@@@
[43.480 us ; 45.346 us) | @@@@
[45.346 us ; 46.934 us) | @@@@@@
[46.934 us ; 48.554 us) | @@
---------------------------------------------------

StackAllocationBenchmarks.StackSpan: DefaultJob
Runtime = .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT; GC = Concurrent Workstation
Mean = 38.2411 us, StdErr = 0.1726 us (0.45%); N = 14, StdDev = 0.6459 us
Min = 37.6860 us, Q1 = 37.7934 us, Median = 38.0433 us, Q3 = 38.3691 us, Max = 39.8400 us
IQR = 0.5757 us, LowerFence = 36.9299 us, UpperFence = 39.2326 us
ConfidenceInterval = [37.5125 us; 38.9697 us] (CI 99.9%), Margin = 0.7286 us (1.91% of Mean)
Skewness = 1.28, Kurtosis = 3.43, MValue = 2
-------------------- Histogram --------------------
[37.452 us ; 38.918 us) | @@@@@@@@@@@@
[38.918 us ; 40.075 us) | @@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.11.5, OS=macOS Mojave 10.14.4 (18E226) [Darwin 18.5.0]
Intel Core i5-5250U CPU 1.60GHz (Broadwell), 1 CPU, 4 logical and 2 physical cores
.NET Core SDK=2.2.301
  [Host]     : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT
  DefaultJob : .NET Core 2.2.6 (CoreCLR 4.6.27817.03, CoreFX 4.6.27818.02), 64bit RyuJIT


|    Method |      Mean |     Error |    StdDev |    Median | Gen 0 | Gen 1 | Gen 2 | Allocated |
|---------- |----------:|----------:|----------:|----------:|------:|------:|------:|----------:|
|      Heap |  3.782 us | 0.0126 us | 0.0105 us |  3.777 us |     - |     - |     - |         - |
|     Stack | 37.603 us | 1.4456 us | 4.1245 us | 35.719 us |     - |     - |     - |         - |
| StackSpan | 38.241 us | 0.7286 us | 0.6459 us | 38.043 us |     - |     - |     - |         - |

// * Hints *
Outliers
  StackAllocationBenchmarks.Heap: Default      -> 2 outliers were removed (3.83 us, 3.84 us)
  StackAllocationBenchmarks.Stack: Default     -> 6 outliers were removed (56.35 us..72.26 us)
  StackAllocationBenchmarks.StackSpan: Default -> 1 outlier  was  removed (40.10 us)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Median    : Value separating the higher half of all measurements (50th percentile)
  Gen 0     : GC Generation 0 collects per 1000 operations
  Gen 1     : GC Generation 1 collects per 1000 operations
  Gen 2     : GC Generation 2 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 us      : 1 Microsecond (0.000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:45 (105.69 sec), executed benchmarks: 3

Global total time: 00:01:58 (118 sec), executed benchmarks: 3
// * Artifacts cleanup *
